,titles,artists,release_date,genres,num_comments,num_likes,num_promos,follower_counts,lyric_lengths,song_length,tempo,time_signature,key,mode,valence,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness
1624,오늘 하루는 어땠나요,러브 페이지,2016.04.27,뉴에이지,6,"1,733",0,41,0,3.596583333,154.02,4,2,1,0.871,0.757,0.409,-6.507,0.0858,0.363,0.00946,0.138
1625,바다가 보이는 언덕,로맨틱브리즈,2016.01.05,뉴에이지,4,"1,952",0,309,0,3.305333333,73.311,4,0,1,0.258,0.627,0.261,-8.003,0.191,0.812,0.0,0.125
1626,바람따라 가는 기차여행,감성노트,2015.12.08,뉴에이지,5,"2,099",0,60,0,3.04805,134.172,4,10,1,0.0846,0.582,0.251,-19.968,0.0344,0.987,0.913,0.174
1627,자장가,피아노자장가,2015.12.04,뉴에이지,17,"6,161",0,"1,519",0,1.5038,0.0,0,8,1,0.0,0.0,0.00342,-28.46,0.0,0.791,1.0,0.111
1628,Refreshing,Healing,2015.09.11,뉴에이지,5,"1,080",0,78,0,2.463616667,97.339,3,7,1,0.202,0.334,0.00688,-32.456,0.043,0.995,0.939,0.0917
1629,Daily Life,Green Tea,2015.06.02,뉴에이지,0,"1,640",0,58,0,2.135533333,110.081,3,4,0,0.335,0.758,0.213,-16.973,0.202,0.559,0.885,0.106
1630,Morning Calm,El,2015.07.03,뉴에이지,2,"1,303",0,26,0,2.51875,80.589,5,0,1,0.111,0.462,0.254,-10.842,0.0286,0.877,0.64,0.113
1631,쇼팽 녹턴 야상곡 Chopin - Nocturne op.9 No.2,palette studio,2020.09.22,뉴에이지,5,"2,658",0,169,0,4.543816667,102.999,4,10,1,0.0622,0.466,0.0232,-27.509,0.0489,0.99,0.933,0.104
1632,Lake Louis Ⅱ,Yuhki Kuramoto,1999.05.01,뉴에이지,6,"3,925",0,"10,452",0,2.87385,86.804,4,11,0,0.117,0.189,0.11,-20.439,0.0478,0.959,0.665,0.102
1633,Fresh Morning,Healing,2015.01.13,뉴에이지,2,"2,135",0,78,0,2.384883333,179.803,4,9,1,0.245,0.458,0.463,-12.123,0.0311,0.275,0.681,0.186
1634,너의 순간들(Your Moments),에쉬톤 (Ashtone),2015.12.30,뉴에이지,6,"5,023",0,366,0,4.0554,139.982,4,10,1,0.244,0.366,0.385,-7.952,0.0336,0.816,0.0,0.0872
1635,Happy And Sad,Just Piano,2014.02.06,뉴에이지,1,"1,827",0,83,0,3.080716667,64.615,4,11,0,0.353,0.756,0.133,-12.588,0.868,0.386,0.0,0.383
1636,Spring Time,Green Tea,2015.04.13,뉴에이지,1,833,0,58,0,1.82045,60.002,5,5,1,1e-05,0.111,0.196,-15.255,0.0671,0.238,0.216,0.279
1637,This Morning,제이 리,2013.11.15,뉴에이지,2,"2,115",0,105,0,3.733183333,157.936,4,1,1,0.55,0.685,0.733,-6.184,0.143,0.00462,1.32e-05,0.293
1638,Chaconne,이루마,2014.11.27,뉴에이지,16,"8,591",0,"23,002",0,1.064,98.691,4,7,0,0.475,0.387,0.00181,-43.957,0.0632,0.995,0.919,0.0996
1639,너의 별이 반짝일 때,Wish Tree,2016.01.15,뉴에이지,4,"2,470",0,46,0,2.0258,167.095,4,0,1,0.208,0.358,0.0534,-25.432,0.0637,0.993,0.955,0.134
1640,기억에 머무르다 - Stay In Memory,이루마,2012.05.24,뉴에이지,18,"8,971",1,"23,002",0,3.046666667,75.006,4,0,1,0.114,0.61,0.338,-16.984,0.102,0.987,0.877,0.146
1641,집에 가는 길,연필 (The Pencil),2015.07.02,뉴에이지,1,"1,228",0,80,0,3.25845,92.002,4,2,1,0.545,0.687,0.743,-4.716,0.0459,0.347,0.0,0.0799
1642,잠에서 깨어나,My Tree,2016.02.29,뉴에이지,2,931,0,46,0,2.342466667,119.951,4,3,1,0.288,0.741,0.141,-15.29,0.062,0.986,0.911,0.129
1643,지난 날 꿈처럼,Just Piano,2016.02.26,뉴에이지,2,"1,451",0,83,0,3.912416667,79.972,4,11,1,0.74,0.554,0.831,-6.739,0.0319,0.0504,0.871,0.0938
1644,우리 같이 걸어요,멜로우 데이즈,2017.01.25,뉴에이지,0,669,0,12,0,3.4675,149.964,4,1,1,0.384,0.571,0.499,-8.42,0.0419,0.645,0.0,0.113
1645,이제는 안녕,Mono Tape,2016.02.17,뉴에이지,1,"1,398",0,27,0,3.647566667,133.769,4,8,1,0.136,0.508,0.514,-3.449,0.0315,0.545,4.38e-05,0.128
1646,아침이 밝아올 때,Morning Dream,2017.01.06,뉴에이지,0,759,0,12,0,3.54355,121.941,4,6,1,0.617,0.745,0.781,-3.59,0.0535,0.126,0.0,0.0508
1647,생각이 깊어지는 밤,피아노 모먼트,2017.07.10,뉴에이지,5,"1,093",0,23,0,1.9458,138.299,4,8,1,0.098,0.43,0.062,-26.013,0.0641,0.993,0.945,0.11
1648,오늘 같은 날,Reason,2016.05.10,뉴에이지,3,740,0,31,0,3.611433333,135.889,4,6,0,0.101,0.628,0.186,-12.604,0.0308,0.713,0.0014,0.11
1649,"늦은밤 , 시린안녕 (Late Night, Goodbye)",Acoustic Mate,2015.09.14,뉴에이지,3,"2,586",0,94,0,3.60045,67.347,4,6,1,0.342,0.475,0.458,-5.72,0.0444,0.672,0.0,0.0814
1650,늦은 오후,Reason,2016.03.17,뉴에이지,3,"1,430",0,31,0,3.140183333,76.183,4,0,1,0.261,0.554,0.0263,-15.133,0.0589,0.995,0.905,0.0902
1651,하루가 지나면,새벽시간,2017.02.02,뉴에이지,1,712,0,13,0,3.576516667,138.032,4,5,1,0.0875,0.714,0.116,-18.944,0.0627,0.985,0.95,0.128
1652,"그날의 너, 눈부시던 햇살",143am,2015.08.26,뉴에이지,3,"3,155",0,187,0,3.970866667,127.87,4,7,1,0.255,0.537,0.58,-2.961,0.0306,0.473,0.0,0.179
1653,위로가 필요한 밤에,Little Fish,2016.10.31,뉴에이지,5,"2,549",0,21,0,2.038566667,74.776,4,7,1,0.238,0.399,0.0141,-28.511,0.0419,0.993,0.928,0.157
1654,오후 햇살에 기대어,Momentist,2016.11.24,뉴에이지,4,"1,084",0,12,0,2.96195,73.503,4,6,1,0.203,0.627,0.0588,-20.844,0.0506,0.993,0.936,0.106
1655,하루를 마치며,여행이야기,2016.04.27,뉴에이지,2,849,0,17,0,2.341,100.003,4,8,1,0.125,0.686,0.145,-17.386,0.045,0.988,0.878,0.124
1656,돌아오는 길 위에 서서,데이 모먼트,2016.02.05,뉴에이지,10,"2,667",0,80,0,3.45575,120.552,3,9,0,0.28,0.521,0.546,-4.907,0.0311,0.637,0.0,0.153
1657,소풍가는 길,연필 (The Pencil),2015.10.08,뉴에이지,2,"1,445",0,80,0,3.708366667,115.013,4,3,1,0.372,0.714,0.216,-17.465,0.0635,0.993,0.9,0.121
1658,피아노 숲 (Piano Forest),피아노 포레스트,2015.11.20,뉴에이지,4,986,0,99,0,3.755583333,203.81,1,11,0,0.405,0.436,0.569,-6.318,0.0377,0.258,0.0,0.166
1659,봄소리,모아캣 (MOACAT),2017.03.07,뉴에이지,3,"1,271",0,26,0,1.721033333,99.959,4,8,1,0.437,0.65,0.229,-17.227,0.0649,0.975,0.906,0.116
1660,바람이 솔솔 부는 날,아이윌,2017.08.18,뉴에이지,1,561,0,20,0,1.640316667,166.783,4,2,1,0.603,0.157,0.0437,-28.792,0.0404,0.987,0.881,0.11
1661,우리가 아름답던 날들,느긋,2015.09.09,뉴에이지,2,"1,993",0,83,0,3.424,139.974,4,9,1,0.179,0.634,0.273,-13.252,0.0498,0.977,0.897,0.0932
1662,할아버지 시계,피아노자장가,2015.12.04,뉴에이지,13,"4,729",0,"1,519",0,2.366666667,122.971,4,3,1,0.214,0.366,0.014,-37.416,0.0611,0.993,0.924,0.0889
1663,똑딱똑딱,푸르른,2016.03.23,뉴에이지,1,582,0,18,0,1.676033333,94.897,4,9,1,0.909,0.915,0.787,-3.752,0.112,0.313,0.000122,0.275
1664,우리가 아니라는 이유로,에쉬톤 (Ashtone),2015.07.08,뉴에이지,2,"1,953",0,366,0,3.68045,138.023,4,3,1,0.22,0.596,0.0546,-19.401,0.0528,0.988,0.929,0.117
1665,My Romance,Remember My Song,2016.02.29,뉴에이지,1,737,0,7,0,4.233783333,95.178,4,1,1,0.297,0.464,0.0059,-22.41,0.0608,0.945,0.904,0.139
1666,Slow N Slow,Healing,2015.06.12,뉴에이지,0,761,0,78,0,5.828666667,105.009,4,0,1,0.54,0.841,0.438,-11.606,0.123,0.236,0.0603,0.268
1667,Romance,Yuhki Kuramoto,1998.03.01,뉴에이지,4,"5,811",0,"10,452",0,2.375333333,126.845,4,10,1,0.0595,0.661,0.692,-5.557,0.075,0.00046,0.896,0.162
1668,별의 바다 (Sea Of Stars),로맨틱브리즈,2015.08.13,뉴에이지,11,"5,756",0,309,0,2.910216667,139.932,4,1,1,0.196,0.545,0.225,-15.176,0.038,0.963,0.935,0.285
1669,One Day,El,2015.01.20,뉴에이지,1,917,0,26,0,2.758483333,108.87,4,1,1,0.599,0.62,0.524,-7.613,0.0294,0.334,0.0,0.161
1670,골목길 너의 집 앞,Acoustic Mate,2016.01.22,뉴에이지,1,"1,352",0,94,0,3.60045,67.347,4,6,1,0.342,0.475,0.458,-5.72,0.0444,0.672,0.0,0.0814
1671,It's Your Day,이루마,2012.02.20,뉴에이지,1,"3,059",0,"23,002",0,3.68355,124.577,4,7,1,0.274,0.332,0.203,-22.194,0.0422,0.986,0.915,0.108
1672,마음으로 가는 길,마음스케치,2016.11.03,뉴에이지,4,"1,411",0,17,0,2.508083333,105.929,5,6,1,0.213,0.445,0.161,-14.992,0.0402,0.99,0.898,0.0827
1673,별 헤는 밤,Yellow Bridge,2016.02.18,뉴에이지,2,"1,496",0,214,0,3.267933333,160.04,4,5,1,0.562,0.565,0.906,-2.977,0.233,0.0512,0.0,0.201
1674,오솔길,정재형,2010.04.13,뉴에이지,15,"5,892",0,"5,654",0,4.287116667,114.404,4,5,1,0.11,0.358,0.066,-24.107,0.0475,0.993,0.926,0.101
1675,바다여행,달빛여행,2019.03.04,뉴에이지,1,464,0,14,0,2.312883333,175.975,4,9,1,0.391,0.461,0.6,-8.156,0.0281,0.771,0.00374,0.101
1676,너와 손잡고,LAMP,2016.11.04,뉴에이지,0,365,0,20,0,3.84615,104.03,4,0,1,0.417,0.681,0.178,-14.77,0.0352,0.678,0.0,0.348
1677,꽃이 되어 피다,Kian,2015.12.24,뉴에이지,4,"4,039",0,109,0,2.900233333,64.604,4,6,0,0.264,0.565,0.0233,-25.424,0.044,0.992,0.929,0.0661
1678,지나던 그 골목길,Mono Tape,2017.01.10,뉴에이지,5,482,0,27,0,2.4516,97.474,3,4,1,0.345,0.619,0.456,-13.777,0.0517,0.983,0.876,0.13
1679,너의 기억은 눈부시다,143am,2016.01.07,뉴에이지,5,"2,822",0,187,0,4.699083333,130.104,4,10,0,0.135,0.496,0.2,-11.532,0.0496,0.914,0.0,0.2
1680,어느 여름날 (One Summer's Day) (센과 치히로의 행방불명 OST),Joe Hisaishi,2020.02.21,뉴에이지,7,"3,420",0,"29,163",0,4.89645,125.899,4,11,1,0.308,0.713,0.406,-10.985,0.326,0.933,0.961,0.24
1681,Someday,Green Diary,2015.07.28,뉴에이지,1,630,0,96,0,3.057333333,106.035,4,9,1,0.679,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367
1682,함께 가는 길,LAMP,2016.08.31,뉴에이지,0,436,0,20,0,3.909333333,117.924,4,9,1,0.858,0.779,0.796,-3.054,0.0344,0.0354,0.000971,0.0729
1683,When The Love Falls,이루마,2014.11.27,뉴에이지,11,"5,821",0,"23,002",0,3.292883333,144.737,4,0,0,0.355,0.381,0.158,-24.813,0.0571,0.991,0.937,0.127
1684,"수면을 위한 빗소리 (백색소음, 화이트노이즈, 자장가, ASMR)",네이쳐콜링,2018.12.06,뉴에이지,5,"2,220",0,386,0,3.358333333,82.674,1,7,0,1e-05,0.167,0.99,-21.315,0.049,0.853,0.457,0.778
1685,바람이 불어오는 곳으로,감성주의보,2016.02.24,뉴에이지,2,"1,275",0,38,0,3.260716667,109.959,4,7,1,0.785,0.823,0.496,-6.186,0.054,0.72,5e-05,0.0952
1686,시대를 초월한 마음 (時代を越える想い) (이누야샤 OST),add_P,2018.06.01,뉴에이지,31,"14,013",0,"1,416",0,2.466666667,119.992,4,7,0,0.359,0.831,0.0652,-26.515,0.169,0.986,0.918,0.151
1687,오늘은 즐거운 날,ALL NOTE,2017.04.27,뉴에이지,1,332,0,14,0,1.8283,126.977,4,0,1,0.098,0.685,0.27,-16.103,0.0634,0.991,0.751,0.129
1688,Meditation,Yuhki Kuramoto,2003.04.05,뉴에이지,16,"8,732",0,"10,452",0,2.66255,88.729,4,5,1,0.0202,0.185,0.841,-22.828,0.0569,0.0345,0.863,0.787
1689,지금은 우리가 멀리 있을지라도,김광민,1999.09,뉴에이지,20,"8,489",0,"3,571",0,3.244666667,76.927,4,0,1,0.162,0.382,0.0608,-21.793,0.0852,0.993,0.921,0.0743
1690,잘자라 우리아가,잘자라 우리아가,2018.02.08,뉴에이지,0,942,0,12,0,2.433333333,88.309,3,9,1,0.192,0.518,0.00199,-44.539,0.0584,0.97,0.76,0.0646
1691,눈이 올때마다,모아캣 (MOACAT),2016.12.30,뉴에이지,0,445,0,26,0,1.777633333,173.693,4,3,1,0.184,0.453,0.121,-19.512,0.0671,0.989,0.911,0.159
1692,Long Long Ago,Acoustic Cafe,2003.11.04,뉴에이지,25,"22,771",0,"11,397",0,0.741116667,68.561,3,9,1,0.252,0.277,0.142,-17.847,0.0512,0.957,0.041,0.165
1693,classic waltz,제이 리,2014.03.07,뉴에이지,1,484,0,105,0,3.479333333,66.365,4,8,1,0.0759,0.368,0.0258,-28.287,0.0442,0.995,0.898,0.0921
1694,Sweet Dream My Dear,이루마,2015.03.12,뉴에이지,1,314,0,"23,002",0,3.932683333,97.325,4,2,1,0.165,0.576,0.0388,-22.233,0.0381,0.989,0.901,0.0863
1695,시대를 초월한 마음 / 이누야샤,고다 (GODA),2019.11.28,뉴에이지,6,"4,480",0,"2,365",0,2.433333333,119.998,4,7,0,0.446,0.749,0.292,-10.556,0.107,0.991,0.871,0.137
1696,Kiss The Rain,이루마,2011.06.02,뉴에이지,8,"6,019",0,"23,002",0,4.344216667,132.691,4,8,1,0.182,0.56,0.0519,-22.616,0.0423,0.99,0.905,0.117
1697,Romance (Reminiscence),Yuhki Kuramoto,2007.05.02,뉴에이지,8,"7,838",0,"10,452",0,3.529416667,144.885,5,7,0,0.0973,0.37,0.0575,-18.91,0.043,0.961,0.897,0.0885
1698,잠이 안 올 때 듣는 노래,잠잘 때 듣는 음악,2019.02.15,뉴에이지,8,"1,732",0,119,0,2.139316667,129.469,4,7,1,0.281,0.581,0.0416,-26.653,0.0714,0.995,0.943,0.102
1699,천사들의 노래가,피아노자장가,2015.12.04,뉴에이지,0,"1,233",0,"1,519",0,2.318216667,81.02,4,5,1,0.222,0.747,0.163,-16.288,0.0468,0.972,0.877,0.101
1700,NIGHT DANCER,imase,2022.08.19,J-POP,169,"64,063",0,"3,074",174,3.5158,117.06,4,7,0,0.851,0.911,0.585,-8.078,0.0735,0.0945,0.0,0.134
1701,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),Aimyon,2017.09.15,J-POP,97,"38,912",0,"20,385",142,3.915,199.841,4,11,0,0.855,0.542,0.749,-5.165,0.0944,0.0448,0.0,0.0994
1702,すずめ / Suzume (feat. Toaka(토아카/十明)),RADWIMPS (래드윔프스),2022.11.11,"애니메이션/웹툰, J-POP",168,"37,766",0,"22,289",108,3.93985,78.025,4,2,0,0.342,0.571,0.415,-6.572,0.0305,0.615,0.0,0.187
1703,BETELGEUSE,Yuuri,2021.11.04,J-POP,77,"24,761",0,"7,049",51,3.843333333,179.833,4,5,1,0.691,0.367,0.671,-4.604,0.0478,0.222,0.0,0.494
1704,Lemon,Yonezu Kenshi,2018.03.16,J-POP,571,"93,154",0,"30,794",135,2.183,137.131,4,1,1,0.487,0.62,0.586,-6.612,0.212,0.155,0.0,0.535
1705,KICK BACK,Yonezu Kenshi,2022.11.23,J-POP,208,"38,698",0,"30,794",252,3.224916667,101.921,4,1,1,0.292,0.577,0.941,-5.17,0.105,0.00207,3.36e-06,0.0891
1706,カナタハルカ / KANATA HALUKA,RADWIMPS (래드윔프스),2022.11.11,"애니메이션/웹툰, J-POP",71,"13,945",0,"22,289",142,5.92845,79.95,4,0,1,0.324,0.474,0.535,-6.566,0.0354,0.626,0.0,0.413
1707,君はロックを聴かない / Kimi Wa Rock Wo Kikanai (너는 Rock을 듣지 않아),Aimyon,2017.09.15,J-POP,9,"4,447",0,"20,385",154,4.105116667,99.919,4,7,1,0.619,0.524,0.687,-4.039,0.0267,0.00135,0.0,0.169
1708,第ゼロ感,10-FEET,2022.11.09,J-POP,314,"22,635",0,356,112,4.79985,150.043,4,2,1,0.311,0.431,0.954,-3.156,0.238,4.52e-05,8.26e-06,0.325
1709,なんでもないや (movie ver.) / Nandemonaiya (movie ver.),RADWIMPS (래드윔프스),2016.10.07,"애니메이션/웹툰, J-POP",231,"86,539",0,"22,289",85,5.734216667,167.936,4,6,1,0.514,0.496,0.462,-6.189,0.0307,0.245,0.0,0.282
1710,Shinunoga E-Wa,Fujii Kaze,2020.05.20,J-POP,78,"40,498",0,"6,376",154,3.092883333,158.078,4,6,0,0.519,0.6,0.76,-6.124,0.0452,0.166,4.09e-05,0.189
1711,Left-Right Confusion,Yorushika,2022.07.25,J-POP,188,"37,083",0,"10,757",189,4.451716667,151.778,4,2,1,0.564,0.675,0.391,-7.701,0.0524,0.446,0.0,0.37
1712,Marigold,Aimyon,2019.02.15,J-POP,7,"3,580",0,"20,385",200,2.571333333,175.109,4,3,0,0.333,0.367,0.326,-13.025,0.0395,0.126,0.000599,0.12
1713,すずめの涙 / Tears of Suzume,RADWIMPS (래드윔프스),2022.11.11,"애니메이션/웹툰, J-POP",18,"5,851",0,"22,289",122,4.594216667,78.118,4,9,1,0.237,0.521,0.224,-9.033,0.0282,0.802,0.0,0.0964
1714,前前前世 (movie ver.) / Zenzenzense (movie ver.),RADWIMPS (래드윔프스),2016.10.07,"애니메이션/웹툰, J-POP",158,"62,835",0,"22,289",69,4.764666667,189.776,4,11,1,0.641,0.321,0.906,-3.967,0.141,0.000439,0.0,0.0862
1715,Dried Flower,Yuuri,2020.10.25,J-POP,51,"14,437",0,"7,049",134,3.5875,121.562,4,4,0,0.0953,0.376,0.295,-11.729,0.0324,0.647,0.685,0.111
1716,夜に駆ける,YOASOBI,2019.12.15,J-POP,202,"38,009",0,"14,886",222,4.350216667,130.041,4,8,1,0.789,0.67,0.874,-5.221,0.0305,0.00231,1.72e-05,0.3
1717,Kawaikute gomen (Feat. Chuutan(CV:Saori Hayami)),Honeyworks,2022.11.21,J-POP,61,"11,098",0,"2,240",55,3.664883333,160.031,4,2,1,0.806,0.633,0.956,-4.249,0.0507,0.104,0.0,0.356
1718,Leo,Yuuri,2022.01.12,J-POP,25,"4,544",0,"7,049",119,1.70245,94.847,4,2,1,0.549,0.565,0.307,-12.136,0.0311,0.789,0.000979,0.0997
1719,すずめ / Suzume (feat. Toaka(토아카/十明)),RADWIMPS (래드윔프스),2022.09.30,"애니메이션/웹툰, J-POP",59,"10,858",0,"22,289",107,3.93985,78.025,4,2,0,0.342,0.571,0.415,-6.572,0.0305,0.615,0.0,0.187
1720,真夜中のドア - Stay With Me / Mayonaka no Door - Stay With Me,Matsubara Miki,2019.04.10,J-POP,86,"15,747",0,750,28,5.19025,108.272,4,7,0,0.673,0.695,0.685,-6.561,0.0299,0.0421,0.732,0.124
1721,Tamaki,RADWIMPS (래드윔프스),2022.11.11,"애니메이션/웹툰, J-POP",24,"3,780",0,"22,289",117,4.92155,140.023,4,10,1,0.555,0.589,0.585,-4.705,0.026,0.148,0.0,0.162
1722,Harunohi,Aimyon,2020.09.09,J-POP,7,"1,228",0,"20,385",116,5.447783333,106.948,4,9,1,0.523,0.592,0.672,-2.447,0.0294,0.261,0.0,0.109
1723,Pretender,Official Hige Dandism,2019.05.17,J-POP,162,"25,045",0,"13,612",207,4.48955,172.984,4,9,1,0.365,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028
1724,Best Friend Ever,NCT DREAM,2023.02.08,J-POP,311,"22,717",0,"212,908",93,3.357333333,107.977,4,5,0,0.762,0.789,0.869,-1.805,0.103,0.022,0.0,0.0644
1725,夢燈籠 / Dream lantern,RADWIMPS (래드윔프스),2016.10.07,"애니메이션/웹툰, J-POP",88,"34,727",0,"22,289",30,2.19445,175.6,3,8,1,0.125,0.206,0.871,-5.751,0.419,0.0316,6.55e-05,0.0596
1726,Overdose,natori,2022.09.07,J-POP,34,"11,855",0,857,172,3.2849,118.012,4,4,0,0.831,0.733,0.598,-9.453,0.0377,0.0307,1.7e-05,0.218
1727,Matsuri,Fujii Kaze,2022.03.23,J-POP,14,"2,003",0,"6,376",0,3.765333333,97.025,4,1,1,0.356,0.663,0.731,-7.335,0.0338,0.00892,0.0502,0.293
1728,"踊り子 (무희, odoriko)",Vaundy,2021.11.17,J-POP,71,"15,199",0,"5,443",74,3.835166667,157.032,4,7,1,0.678,0.718,0.475,-11.469,0.0611,0.845,0.801,0.105
1729,LADY,Yonezu Kenshi,2023.03.21,J-POP,35,"2,325",0,"30,795",150,3.058883333,81.446,4,3,1,0.322,0.539,0.16,-13.285,0.0329,0.881,0.000268,0.105
1730,Flower Dance,DJ Okawari,2011.06.29,J-POP,121,"84,995",0,"12,803",9,4.43,100.017,4,8,0,0.7,0.553,0.53,-9.049,0.028,0.605,0.0725,0.0899
1731,LOVE ROCKETS,The Birthday,2022.12.03,J-POP,77,"6,317",0,114,0,4.35645,178.88,4,11,1,0.142,0.405,0.936,-3.059,0.166,0.0081,0.207,0.0605
1732,愛にできることはまだあるかい / Is There Still Anything That Love Can Do? (Movie Edit),RADWIMPS (래드윔프스),2019.07.19,"애니메이션/웹툰, J-POP",86,"19,449",0,"22,289",73,2.503516667,70.996,4,11,0,0.244,0.642,0.314,-10.613,0.041,0.453,0.954,0.0797
1733,Sparkle (movie ver.),RADWIMPS (래드윔프스),2017.02.01,"애니메이션/웹툰, J-POP",61,"17,948",0,"22,289",47,8.960883333,123.993,4,11,1,0.287,0.372,0.426,-8.421,0.0339,0.687,0.00784,0.109
1734,Cry Baby * 애니메이션 [도쿄 리벤저스] 오프닝 테마,OFFICIAL HIGE DANDISM,2021.05.07,J-POP,163,"16,523",0,"13,612",146,2.053333333,75.007,4,1,1,0.643,0.594,0.656,-10.05,0.0287,0.486,0.873,0.0935
1735,Shutter,Yuuri,2021.07.07,J-POP,12,"4,598",0,"7,049",61,3.120666667,172.12,4,1,0,0.418,0.544,0.459,-7.684,0.245,0.245,0.0,0.0627
1736,打上花火 / Uchiagehanabi (쏘아올린 불꽃),Yonezu Kenshi,2017.11.03,J-POP,67,"21,752",0,"30,795",182,4.821483333,95.843,4,3,0,0.188,0.506,0.215,-18.861,0.0333,0.957,0.881,0.131
1737,好きだから。,Yuika,2021.11.12,J-POP,22,"9,177",0,"2,531",206,4.977733333,164.993,4,0,1,0.714,0.607,0.498,-6.363,0.0311,0.239,4.04e-06,0.313
1738,Zankyosanka 애니메이션 <귀멸의 칼날 2기> 오프닝 곡,Aimer,2021.12.06,J-POP,80,"9,893",0,"11,288",142,3.049483333,80.696,4,0,1,0.463,0.289,0.837,-6.168,0.0539,0.00576,0.000175,0.25
1739,恋 / Koi,Gen Hoshino (호시노 겐/星野 源),2019.08.30,J-POP,141,"14,441",0,"7,333",219,2.8946,95.075,4,9,1,0.963,0.567,0.823,-7.956,0.031,5.49e-06,0.913,0.0861
1740,カナタハルカ / KANATA HALUKA,RADWIMPS (래드윔프스),2022.10.28,"애니메이션/웹툰, J-POP",23,"3,778",0,"22,289",161,5.92845,79.95,4,0,1,0.324,0.474,0.535,-6.566,0.0354,0.626,0.0,0.413
1741,Kanden,Yonezu Kenshi,2020.08.05,J-POP,76,"10,849",0,"30,795",190,4.408883333,103.101,4,8,0,0.688,0.633,0.723,-5.733,0.143,0.107,0.0,0.0818
1742,"たぶん (아마도, Tabun)",YOASOBI,2021.01.06,J-POP,25,"9,210",0,"14,886",194,4.311116667,90.008,4,5,1,0.731,0.747,0.666,-6.395,0.0324,0.146,0.000912,0.0981
1743,ただ声一つ,ロクデナシ (Rokudenashi),2021.12.22,J-POP,31,"11,928",0,"1,078",33,2.692683333,129.97,4,1,1,0.583,0.707,0.5,-5.78,0.0296,0.895,4e-05,0.234
1744,Yesterday,OFFICIAL HIGE DANDISM,2019.09.11,J-POP,71,"10,443",0,"13,612",34,2.09445,96.529,4,5,1,0.315,0.332,0.179,-11.83,0.0326,0.879,0.0,0.0886
1745,Endless Rain,X-Japan,1993.11.21,J-POP,65,"7,623",0,"6,124",232,3.933333333,78.994,5,8,1,0.0276,0.196,0.881,-16.184,0.067,0.0212,0.892,0.403
1746,變わらないもの / Kawaranai Mono (변하지 않는 것) ('시간을 달리는 소녀' 삽입곡),Oku Hanako,2007.03.21,J-POP,85,"28,139",0,"1,816",62,4.717333333,78.287,4,4,1,0.432,0.553,0.319,-8.42,0.0287,0.835,5.33e-06,0.181
1747,"東京フラッシュ (도쿄 플래쉬, Tokyo Flash)",Vaundy,2019.12.03,J-POP,60,"10,517",0,"5,443",38,4.314316667,97.99,4,2,1,0.606,0.628,0.634,-5.508,0.0322,0.00255,7.24e-06,0.0456
1748,First Love,Hikaru Utada (우타다 히카루),1999.03.10,J-POP,39,"6,080",0,"5,384",29,4.644,99.963,4,0,1,0.102,0.445,0.543,-8.196,0.0272,0.000825,0.0137,0.202
1749,好きだから。,ユイカ,2021.06.27,J-POP,26,"12,030",0,"2,531",72,4.977733333,164.993,4,0,1,0.714,0.607,0.498,-6.363,0.0311,0.239,4.04e-06,0.313
1750,悪魔の子 / Akuma no Ko (악마의 아이),Higuchi Ai,2022.01.10,J-POP,89,"7,273",0,138,146,3.794666667,89.97,4,6,0,0.22,0.561,0.686,-6.273,0.0473,0.267,0.0,0.137
1751,"怪物 (괴물, Monster / Kaibutsu)",YOASOBI,2021.01.06,J-POP,55,"14,042",0,"14,886",202,3.424666667,169.959,4,1,1,0.728,0.598,0.847,-2.54,0.205,0.0655,9.92e-05,0.307
1752,Ghost In A Flower,Yorushika,2020.04.22,J-POP,63,"15,530",0,"10,757",138,4.0129,179.87,4,4,1,0.321,0.673,0.456,-9.244,0.374,0.134,0.0,0.0596
1753,サムライハ-ト / Some Like It Hot!! Samurai Heart (애니메이션 '은혼' 엔딩 테마곡),SPYAIR,2011.09.22,J-POP,90,"19,029",0,"13,341",77,3.19155,113.02,4,3,1,0.549,0.603,0.961,-2.069,0.0636,0.00319,6.09e-06,0.0477
1754,3636,Aimyon,2022.07.29,J-POP,13,"1,668",0,"20,386",134,4.195333333,155.921,4,10,1,0.623,0.579,0.612,-5.088,0.0266,0.702,0.00195,0.254
1755,Sakayume,King Gnu,2021.12.24,J-POP,118,"12,062",0,"4,660",259,5.127783333,83.443,4,1,1,0.278,0.204,0.708,-5.425,0.0458,0.442,0.0,0.319
1756,さくらんぼ / Sakuranbo (앵두) (Original),Otsuka Ai,2004.03.31,J-POP,282,"21,819",0,"3,083",73,3.896666667,169.94,4,7,1,0.707,0.516,0.852,-3.525,0.056,0.128,0.0,0.32
1757,ピースサイン / Peace Sign,Yonezu Kenshi,2017.11.03,J-POP,49,"11,271",0,"30,795",76,3.97555,100.003,4,10,0,0.618,0.593,0.935,-3.853,0.0684,0.00221,0.0,0.315
